Date,Value,Minwage,CPI,Leg_Immi,CurrenACT,NASDAQ,t
5/1/1991,6.9,4.25,135.6,1542211.667,0.016666667,487.85,437
6/1/1991,6.9,4.25,136,1471115.833,-0.126666667,506.11,438
7/1/1991,6.8,4.25,136.2,1400020,-0.27,481.31,439
8/1/1991,6.9,4.25,136.6,1328924.167,-0.293333333,504.15,440
9/1/1991,6.9,4.25,137,1257828.333,-0.316666667,525.68,441
10/1/1991,7,4.25,137.2,1186732.5,-0.34,528.51,442
11/1/1991,7,4.25,137.8,1115636.667,-0.356666667,540.93,443
12/1/1991,7.3,4.25,138.2,1044540.833,-0.373333333,523.9,444
1/1/1992,7.3,4.25,138.3,973445,-0.39,586.34,445
2/1/1992,7.4,4.25,138.6,967650.9167,-0.503333333,620.21,446
3/1/1992,7.4,4.25,139.1,961856.8333,-0.616666667,633.47,447
4/1/1992,7.4,4.25,139.4,956062.75,-0.73,602.09,448
5/1/1992,7.6,4.25,139.7,950268.6667,-0.783333333,578.14,449
6/1/1992,7.8,4.25,140.1,944474.5833,-0.836666667,588.37,450
7/1/1992,7.7,4.25,140.5,938680.5,-0.89,568.99,451
8/1/1992,7.6,4.25,140.8,932886.4167,-0.966666667,580.83,452
9/1/1992,7.6,4.25,141.1,927092.3333,-1.043333333,565.61,453
10/1/1992,7.3,4.25,141.7,921298.25,-1.12,578.33,454
11/1/1992,7.4,4.25,142.1,915504.1667,-1.04,605.17,455
12/1/1992,7.4,4.25,142.3,909710.0833,-0.96,653.95,456
1/1/1993,7.3,4.25,142.8,903916,-0.88,676.95,457
2/1/1993,7.1,4.25,143.1,895589.0833,-0.99,701.77,458
3/1/1993,7,4.25,143.3,887262.1667,-1.1,669.51,459
4/1/1993,7.1,4.25,143.8,878935.25,-1.21,686.64,460
5/1/1993,7.1,4.25,144.2,870608.3333,-1.216666667,661.42,461
6/1/1993,7,4.25,144.3,862281.4167,-1.223333333,704.28,462
7/1/1993,6.9,4.25,144.5,853954.5,-1.23,703.59,463
8/1/1993,6.8,4.25,144.8,845627.5833,-1.353333333,704.7,464
9/1/1993,6.7,4.25,145,837300.6667,-1.476666667,746.15,465
10/1/1993,6.8,4.25,145.6,828973.75,-1.6,763.23,466
11/1/1993,6.6,4.25,146,820646.8333,-1.533333333,783.77,467
12/1/1993,6.5,4.25,146.3,812319.9167,-1.466666667,763.81,468
1/1/1994,6.6,4.25,146.3,803993,-1.4,776.8,469
2/1/1994,6.6,4.25,146.7,797008.3333,-1.456666667,797.24,470
3/1/1994,6.5,4.25,147.1,790023.6667,-1.513333333,788.64,471
4/1/1994,6.4,4.25,147.2,783039,-1.57,743.46,472
5/1/1994,6.1,4.25,147.5,776054.3333,-1.62,733.84,473
6/1/1994,6.1,4.25,147.9,769069.6667,-1.67,735.52,474
7/1/1994,6.1,4.25,148.4,762085,-1.72,706.85,475
8/1/1994,6,4.25,149,755100.3333,-1.796666667,724.85,476
9/1/1994,5.9,4.25,149.3,748115.6667,-1.873333333,758.95,477
10/1/1994,5.8,4.25,149.4,741131,-1.95,764.29,478
11/1/1994,5.6,4.25,149.8,734146.3333,-1.856666667,772.19,479
12/1/1994,5.5,4.25,150.1,727161.6667,-1.763333333,741.2,480
1/1/1995,5.6,4.25,150.5,720177,-1.67,751.96,481
2/1/1995,5.4,4.25,150.9,736458.9167,-1.673333333,758.31,482
3/1/1995,5.4,4.25,151.2,752740.8333,-1.676666667,791.87,483
4/1/1995,5.8,4.25,151.8,769022.75,-1.68,817.21,484
5/1/1995,5.6,4.25,152.1,785304.6667,-1.586666667,841.63,485
6/1/1995,5.6,4.25,152.4,801586.5833,-1.493333333,868.82,486
7/1/1995,5.7,4.25,152.6,817868.5,-1.4,933.45,487
8/1/1995,5.7,4.25,152.9,834150.4167,-1.33,991.11,488
9/1/1995,5.6,4.25,153.1,850432.3333,-1.26,1019.47,489
10/1/1995,5.5,4.25,153.5,866714.25,-1.19,1043.54,490
11/1/1995,5.6,4.25,153.7,882996.1667,-1.256666667,1040.5,491
12/1/1995,5.6,4.25,153.9,899278.0833,-1.323333333,1055.31,492
1/1/1996,5.6,4.25,154.7,915560,-1.39,1052.13,493
2/1/1996,5.5,4.25,155,905750.5833,-1.42,1069.46,494
3/1/1996,5.5,4.25,155.5,895941.1667,-1.45,1086.08,495
4/1/1996,5.6,4.25,156.1,886131.75,-1.48,1106.57,496
5/1/1996,5.6,4.25,156.4,876322.3333,-1.576666667,1199.66,497
6/1/1996,5.3,4.25,156.7,866512.9167,-1.673333333,1243.43,498
7/1/1996,5.5,4.25,157,856703.5,-1.77,1197.45,499
8/1/1996,5.1,4.25,157.2,846894.0833,-1.686666667,1098.85,500
9/1/1996,5.2,4.25,157.7,837084.6667,-1.603333333,1141.5,501
10/1/1996,5.2,4.75,158.2,827275.25,-1.52,1221.51,502
11/1/1996,5.4,4.75,158.7,817465.8333,-1.586666667,1221.78,503
12/1/1996,5.4,4.75,159.1,807656.4167,-1.653333333,1292.61,504
1/1/1997,5.3,4.75,159.4,797847,-1.72,1291.03,505
2/1/1997,5.2,4.75,159.7,785793.5833,-1.596666667,1379.85,506
3/1/1997,5.2,4.75,159.8,773740.1667,-1.473333333,1309,507
4/1/1997,5.1,4.75,159.9,761686.75,-1.35,1216.93,508
5/1/1997,4.9,4.75,159.9,749633.3333,-1.403333333,1270.5,509
6/1/1997,5,4.75,160.2,737579.9167,-1.456666667,1400.32,510
7/1/1997,4.9,4.75,160.4,725526.5,-1.51,1438.25,511
8/1/1997,4.8,4.75,160.8,713473.0833,-1.66,1594.33,512
9/1/1997,4.9,5.15,161.2,701419.6667,-1.81,1587.32,513
10/1/1997,4.7,5.15,161.5,689366.25,-1.96,1690.3,514
11/1/1997,4.6,5.15,161.7,677312.8333,-1.966666667,1593.61,515
12/1/1997,4.7,5.15,161.8,665259.4167,-1.973333333,1630.72,516
1/1/1998,4.6,5.15,162,653206,-1.98,1570.35,517
2/1/1998,4.6,5.15,162,652504.4167,-2.08,1619.36,518
3/1/1998,4.7,5.15,162,651802.8333,-2.18,1770.51,519
4/1/1998,4.3,5.15,162.2,651101.25,-2.28,1847.66,520
5/1/1998,4.4,5.15,162.6,650399.6667,-2.38,1873.44,521
6/1/1998,4.5,5.15,162.8,649698.0833,-2.48,1746.82,522
7/1/1998,4.5,5.15,163.2,648996.5,-2.58,1914.46,523
8/1/1998,4.5,5.15,163.4,648294.9167,-2.59,1872.39,524
9/1/1998,4.6,5.15,163.5,647593.3333,-2.6,1575.09,525
10/1/1998,4.5,5.15,163.9,646891.75,-2.61,1612.33,526
11/1/1998,4.4,5.15,164.1,646190.1667,-2.633333333,1771.39,527
12/1/1998,4.4,5.15,164.4,645488.5833,-2.656666667,2003.75,528
1/1/1999,4.3,5.15,164.7,644787,-2.68,2192.69,529
2/1/1999,4.4,5.15,164.7,661138.25,-2.783333333,2510.09,530
3/1/1999,4.2,5.15,164.8,677489.5,-2.886666667,2295.18,531
4/1/1999,4.3,5.15,165.9,693840.75,-2.99,2493.37,532
5/1/1999,4.2,5.15,166,710192,-3.103333333,2542.85,533
6/1/1999,4.3,5.15,166,726543.25,-3.216666667,2412.03,534
7/1/1999,4.3,5.15,166.7,742894.5,-3.33,2706.18,535
8/1/1999,4.2,5.15,167.1,759245.75,-3.366666667,2638.49,536
9/1/1999,4.2,5.15,167.8,775597,-3.403333333,2750.8,537
10/1/1999,4.1,5.15,168.1,791948.25,-3.44,2736.85,538
11/1/1999,4.1,5.15,168.4,808299.5,-3.603333333,2967.65,539
12/1/1999,4,5.15,168.8,824650.75,-3.766666667,3353.71,540
1/1/2000,4,5.15,169.3,841002,-3.93,4069.31,541
2/1/2000,4.1,5.15,170,859160.3333,-3.913333333,4051.98,542
3/1/2000,4,5.15,171,877318.6667,-3.896666667,4784.08,543
4/1/2000,3.8,5.15,170.9,895477,-3.88,4572.83,544
5/1/2000,4,5.15,171.2,913635.3333,-3.973333333,3958.08,545
6/1/2000,4,5.15,172.2,931793.6667,-4.066666667,3582.5,546
7/1/2000,4,5.15,172.7,949952,-4.16,3966.11,547
8/1/2000,4.1,5.15,172.7,968110.3333,-4.176666667,3685.52,548
9/1/2000,3.9,5.15,173.6,986268.6667,-4.193333333,4234.33,549
10/1/2000,3.9,5.15,173.9,1004427,-4.21,3672.82,550
11/1/2000,3.9,5.15,174.2,1022585.333,-4.17,3333.39,551
12/1/2000,3.9,5.15,174.6,1040743.667,-4.13,2645.29,552
1/1/2001,4.2,5.15,175.6,1058902,-4.09,2470.52,553
2/1/2001,4.2,5.15,176,1058939.833,-3.943333333,2782.79,554
3/1/2001,4.3,5.15,176.1,1058977.667,-3.796666667,2183.37,555
4/1/2001,4.4,5.15,176.4,1059015.5,-3.65,1840.26,556
5/1/2001,4.3,5.15,177.3,1059053.333,-3.743333333,2168.24,557
6/1/2001,4.5,5.15,177.7,1059091.167,-3.836666667,2149.44,558
7/1/2001,4.6,5.15,177.4,1059129,-3.93,2160.54,559
8/1/2001,4.9,5.15,177.4,1059166.833,-3.713333333,2068.38,560
9/1/2001,5,5.15,178.1,1059204.667,-3.496666667,1805.43,561
10/1/2001,5.3,5.15,177.6,1059242.5,-3.28,1480.46,562
11/1/2001,5.5,5.15,177.5,1059280.333,-3.466666667,1746.3,563
12/1/2001,5.7,5.15,177.4,1059318.167,-3.653333333,1930.58,564
1/1/2002,5.7,5.15,177.7,1059356,-3.84,1950.4,565
2/1/2002,5.7,5.15,178,1029704.833,-3.966666667,1911.24,566
3/1/2002,5.7,5.15,178.5,1000053.667,-4.093333333,1802.74,567
4/1/2002,5.9,5.15,179.3,970402.5,-4.22,1862.62,568
5/1/2002,5.8,5.15,179.5,940751.3333,-4.21,1677.53,569
6/1/2002,5.8,5.15,179.6,911100.1667,-4.2,1615.73,570
7/1/2002,5.8,5.15,180,881449,-4.19,1403.8,571
8/1/2002,5.7,5.15,180.5,851797.8333,-4.266666667,1280,572
9/1/2002,5.7,5.15,180.8,822146.6667,-4.343333333,1314.85,573
10/1/2002,5.7,5.15,181.2,792495.5,-4.42,1213.72,574
11/1/2002,5.9,5.15,181.5,762844.3333,-4.543333333,1360.7,575
12/1/2002,6,5.15,181.8,733193.1667,-4.666666667,1478.78,576
1/1/2003,5.8,5.15,182.6,703542,-4.79,1335.51,577
2/1/2003,5.9,5.15,183.6,724737.0833,-4.71,1320.91,578
3/1/2003,5.9,5.15,183.9,745932.1667,-4.63,1337.52,579
4/1/2003,6,5.15,183.2,767127.25,-4.55,1348.3,580
5/1/2003,6.1,5.15,182.9,788322.3333,-4.516666667,1472.56,581
6/1/2003,6.3,5.15,183.1,809517.4167,-4.483333333,1595.91,582
7/1/2003,6.2,5.15,183.7,830712.5,-4.45,1640.13,583
8/1/2003,6.1,5.15,184.5,851907.5833,-4.38,1715.62,584
9/1/2003,6.1,5.15,185.1,873102.6667,-4.31,1810.45,585
10/1/2003,6,5.15,184.9,894297.75,-4.24,1832.25,586
11/1/2003,5.8,5.15,185,915492.8333,-4.346666667,1932.21,587
12/1/2003,5.7,5.15,185.5,936687.9167,-4.453333333,1989.82,588
1/1/2004,5.7,5.15,186.3,957883,-4.56,2003.37,589
2/1/2004,5.6,5.15,186.7,971580.8333,-4.743333333,2066.15,590
3/1/2004,5.8,5.15,187.1,985278.6667,-4.926666667,2057.8,591
4/1/2004,5.6,5.15,187.4,998976.5,-5.11,2015.01,592
5/1/2004,5.6,5.15,188.2,1012674.333,-5.113333333,1920.15,593
6/1/2004,5.6,5.15,188.9,1026372.167,-5.116666667,1990.77,594
7/1/2004,5.5,5.15,189.1,1040070,-5.12,2015.55,595
8/1/2004,5.4,5.15,189.2,1053767.833,-5.306666667,1887.36,596
9/1/2004,5.4,5.15,189.8,1067465.667,-5.493333333,1850.41,597
10/1/2004,5.5,5.15,190.8,1081163.5,-5.68,1942.2,598
11/1/2004,5.4,5.15,191.7,1094861.333,-5.546666667,1979.87,599
12/1/2004,5.4,5.15,191.7,1108559.167,-5.413333333,2138.23,600
1/1/2005,5.3,5.15,191.6,1122257,-5.28,2175.44,601
2/1/2005,5.4,5.15,192.4,1134246.333,-5.353333333,2068.7,602
3/1/2005,5.2,5.15,193.1,1146235.667,-5.426666667,2071.25,603
4/1/2005,5.2,5.15,193.7,1158225,-5.5,1984.81,604
5/1/2005,5.1,5.15,193.6,1170214.333,-5.53,1921.65,605
6/1/2005,5,5.15,193.7,1182203.667,-5.56,2087.86,606
7/1/2005,5,5.15,194.9,1194193,-5.59,2057.37,607
8/1/2005,4.9,5.15,196.1,1206182.333,-5.796666667,2195.38,608
9/1/2005,5,5.15,198.8,1218171.667,-6.003333333,2147.9,609
10/1/2005,5,5.15,199.1,1230161,-6.21,2151.69,610
11/1/2005,5,5.15,198.1,1242150.333,-6.056666667,2114.05,611
12/1/2005,4.9,5.15,198.1,1254139.667,-5.903333333,2267.17,612
1/1/2006,4.7,5.15,199.3,1266129,-5.75,2205.32,613
2/1/2006,4.8,5.15,199.4,1248319.5,-5.77,2310.56,614
3/1/2006,4.7,5.15,199.7,1230510,-5.79,2314.64,615
4/1/2006,4.7,5.15,200.7,1212700.5,-5.81,2339.79,616
5/1/2006,4.6,5.15,201.3,1194891,-5.93,2304.79,617
6/1/2006,4.6,5.15,201.8,1177081.5,-6.05,2219.86,618
7/1/2006,4.7,5.15,202.9,1159272,-6.17,2172.09,619
8/1/2006,4.7,5.15,203.8,1141462.5,-5.89,2061.99,620
9/1/2006,4.5,5.15,202.8,1123653,-5.61,2193.16,621
10/1/2006,4.4,5.15,201.9,1105843.5,-5.33,2258.43,622
11/1/2006,4.5,5.15,202,1088034,-5.413333333,2334.35,623
12/1/2006,4.4,5.15,203.1,1070224.5,-5.496666667,2413.21,624
1/1/2007,4.6,5.15,203.437,1052415,-5.58,2415.29,625
2/1/2007,4.5,5.15,204.226,1056974.25,-5.46,2468.38,626
3/1/2007,4.4,5.15,205.288,1061533.5,-5.34,2404.21,627
4/1/2007,4.5,5.15,205.904,1066092.75,-5.22,2421.64,628
5/1/2007,4.4,5.15,206.755,1070652,-5.026666667,2531.53,629
6/1/2007,4.6,5.15,207.234,1075211.25,-4.833333333,2613.92,630
7/1/2007,4.7,5.85,207.603,1079770.5,-4.64,2603.23,631
8/1/2007,4.6,5.85,207.667,1084329.75,-4.523333333,2553.87,632
9/1/2007,4.7,5.85,208.547,1088889,-4.406666667,2596.36,633
10/1/2007,4.7,5.85,209.19,1093448.25,-4.29,2740.99,634
11/1/2007,4.7,5.85,210.834,1098007.5,-4.493333333,2794.83,635
12/1/2007,5,5.85,211.445,1102566.75,-4.696666667,2660.96,636
1/1/2008,5,5.85,212.174,1107126,-4.9,2652.28,637
2/1/2008,4.9,5.85,212.687,1109100.333,-4.856666667,2413.36,638
3/1/2008,5.1,5.85,213.448,1111074.667,-4.813333333,2271.48,639
4/1/2008,5,5.85,213.942,1113049,-4.77,2362.75,640
5/1/2008,5.4,5.85,215.208,1115023.333,-4.75,2480.71,641
6/1/2008,5.6,5.85,217.463,1116997.667,-4.73,2522.66,642
7/1/2008,5.8,6.55,219.016,1118972,-4.71,2304.97,643
8/1/2008,6.1,6.55,218.69,1120946.333,-4.52,2310.96,644
9/1/2008,6.1,6.55,218.877,1122920.667,-4.33,2367.52,645
10/1/2008,6.5,6.55,216.995,1124895,-4.14,2069.4,646
11/1/2008,6.8,6.55,213.153,1126869.333,-3.653333333,1720.95,647
12/1/2008,7.3,6.55,211.398,1128843.667,-3.166666667,1398.07,648
1/1/2009,7.8,6.55,211.933,1130818,-2.68,1577.03,649
2/1/2009,8.3,6.55,212.705,1123468.583,-2.606666667,1476.42,650
3/1/2009,8.7,6.55,212.495,1116119.167,-2.533333333,1377.84,651
4/1/2009,9,6.55,212.709,1108769.75,-2.46,1551.6,652
5/1/2009,9.4,6.55,213.022,1101420.333,-2.51,1719.2,653
6/1/2009,9.5,6.55,214.79,1094070.917,-2.56,1828.68,654
7/1/2009,9.5,7.25,214.726,1086721.5,-2.61,1845.72,655
8/1/2009,9.6,7.25,215.445,1079372.083,-2.686666667,1978.5,656
9/1/2009,9.8,7.25,215.861,1072022.667,-2.763333333,1968.89,657
10/1/2009,10,7.25,216.509,1064673.25,-2.84,2057.48,658
11/1/2009,9.9,7.25,217.234,1057323.833,-2.886666667,2045.11,659
12/1/2009,9.9,7.25,217.347,1049974.417,-2.933333333,2175.81,660
1/1/2010,9.8,7.25,217.488,1042625,-2.98,2269.15,661
2/1/2010,9.8,7.25,217.281,1044242.917,-3.02,2171.2,662
3/1/2010,9.9,7.25,217.353,1045860.833,-3.06,2273.57,663
4/1/2010,9.9,7.25,217.403,1047478.75,-3.1,2402.58,664
5/1/2010,9.6,7.25,217.29,1049096.667,-3.133333333,2461.19,665
6/1/2010,9.4,7.25,217.199,1050714.583,-3.166666667,2222.33,666
7/1/2010,9.4,7.25,217.605,1052332.5,-3.2,2101.36,667
8/1/2010,9.5,7.25,217.923,1053950.417,-3.046666667,2254.7,668
9/1/2010,9.5,7.25,218.275,1055568.333,-2.893333333,2176.84,669
10/1/2010,9.4,7.25,219.035,1057186.25,-2.74,2370.75,670
11/1/2010,9.8,7.25,219.59,1058804.167,-2.846666667,2504.84,671
12/1/2010,9.3,7.25,220.472,1060422.083,-2.953333333,2549.43,672
1/1/2011,9.1,7.25,221.187,1062040,-3.06,2652.87,673
2/1/2011,9,7.25,221.898,1059505.917,-3.066666667,2751.19,674
3/1/2011,9,7.25,223.046,1056971.833,-3.073333333,2737.41,675
4/1/2011,9.1,7.25,224.093,1054437.75,-3.08,2789.6,676
5/1/2011,9,7.25,224.806,1051903.667,-2.956666667,2873.54,677
6/1/2011,9.1,7.25,224.806,1049369.583,-2.833333333,2769.19,678
7/1/2011,9,7.25,225.395,1046835.5,-2.71,2816.03,679
8/1/2011,9,7.25,226.106,1044301.417,-2.79,2744.61,680
9/1/2011,9,7.25,226.597,1041767.333,-2.87,2546.04,681
10/1/2011,8.8,7.25,226.75,1039233.25,-2.95,2415.4,682
11/1/2011,8.6,7.25,227.169,1036699.167,-2.976666667,2606.96,683
12/1/2011,8.5,7.25,227.223,1034165.083,-3.003333333,2626.2,684
1/1/2012,8.3,7.25,227.842,1031631,-3.03,2605.15,685
2/1/2012,8.3,7.25,228.329,1028207.833,-2.933333333,2848.27,686
3/1/2012,8.2,7.25,228.807,1024784.667,-2.836666667,2988.97,687
4/1/2012,8.2,7.25,229.187,1021361.5,-2.74,3091.57,688
5/1/2012,8.2,7.25,228.713,1017938.333,-2.703333333,3050.44,689
6/1/2012,8.2,7.25,228.524,1014515.167,-2.666666667,2747.48,690
7/1/2012,8.2,7.25,228.59,1011092,-2.63,2935.06,691
8/1/2012,8.1,7.25,229.918,1007668.833,-2.59,2920.21,692
9/1/2012,7.8,7.25,231.015,1004245.667,-2.55,3066.96,693
10/1/2012,7.8,7.25,231.638,1000822.5,-2.51,3113.53,694
11/1/2012,7.7,7.25,231.249,997399.3333,-2.523333333,3020.06,695
12/1/2012,7.9,7.25,231.221,993976.1667,-2.536666667,3010.24,696
1/1/2013,8,7.25,231.612,990553,-2.55,3019.51,697
2/1/2013,7.7,7.25,232.985,992716.75,-2.48,3179.1,698
3/1/2013,7.5,7.25,232.299,994880.5,-2.41,3169.74,699
4/1/2013,7.6,7.25,231.795,997044.25,-2.34,3239.17,700
5/1/2013,7.5,7.25,231.916,999208,-2.326666667,3299.13,701
6/1/2013,7.5,7.25,232.374,1001371.75,-2.313333333,3455.91,702
7/1/2013,7.3,7.25,232.889,1003535.5,-2.3,3434.49,703
8/1/2013,7.3,7.25,233.323,1005699.25,-2.17,3675.74,704
9/1/2013,7.2,7.25,233.632,1007863,-2.04,3589.87,705
10/1/2013,7.2,7.25,233.718,1010026.75,-1.91,3817.98,706
11/1/2013,6.9,7.25,234.121,1012190.5,,3922.04,707
12/1/2013,6.7,7.25,234.723,1014354.25,,4059.89,708
1/1/2014,6.6,7.25,235.385,1016518,,4176.59,709
2/1/2014,6.7,7.25,235.672,1019394.083,,4103.88,710
3/1/2014,6.7,7.25,235.978,1022270.167,,4308.12,711
4/1/2014,6.2,7.25,236.471,1025146.25,,4268.04,712
5/1/2014,6.3,7.25,236.832,1028022.333,,4127.45,713
6/1/2014,6.1,7.25,237.029,1030898.417,,4242.62,714
7/1/2014,6.2,7.25,237.424,1033774.5,,4458.65,715
8/1/2014,6.2,7.25,237.256,1036650.583,,4352.64,716
9/1/2014,5.9,7.25,237.486,1039526.667,,4580.27,717
10/1/2014,5.7,7.25,237.506,1042402.75,,4422.09,718
11/1/2014,5.8,7.25,237.118,1045278.833,,4630.74,719
12/1/2014,5.6,7.25,236.29,1048154.917,,4727.35,720
1/1/2015,5.7,7.25,234.913,1051031,,4736.05,721
2/1/2015,5.5,7.25,235.489,,,4635.24,722
3/1/2015,5.4,7.25,235.989,,,4963.53,723
4/1/2015,5.4,7.25,236.201,,,4880.23,724
5/1/2015,5.5,7.25,236.891,,,5005.39,725
6/1/2015,5.3,7.25,237.419,,,5082.93,726
7/1/2015,5.2,7.25,237.876,,,5013.12,727
8/1/2015,5.1,7.25,237.811,,,5128.28,728
9/1/2015,5,7.25,237.467,,,4636.11,729
10/1/2015,5,7.25,237.792,,,4627.08,730
11/1/2015,5,7.25,238.153,,,5053.75,731
12/1/2015,5,7.25,237.846,,,5156.31,732
1/1/2016,4.9,7.25,238.106,,,5007.41,733
2/1/2016,4.9,7.25,237.808,,,4620.37,734
3/1/2016,5,7.25,238.078,,,4689.6,735
4/1/2016,5,7.25,238.908,,,4914.54,736
5/1/2016,4.7,7.25,239.362,,,4775.36,737
6/1/2016,4.9,7.25,239.842,,,4952.25,738
7/1/2016,4.9,7.25,239.898,,,4862.57,739
8/1/2016,4.9,7.25,240.389,,,5184.2,740
9/1/2016,4.9,7.25,241.006,,,5227.21,741
10/1/2016,4.8,7.25,241.694,,,5312,742
11/1/2016,4.6,7.25,242.199,,,5153.58,743
12/1/2016,4.7,7.25,242.821,,,5251.11,744
1/1/2017,4.8,7.25,244.158,,,5383.12,745
2/1/2017,4.7,7.25,244.456,,,5642.65,746
3/1/2017,4.5,7.25,243.752,,,5904.03,747
4/1/2017,4.4,7.25,244.158,,,5911.74,748
5/1/2017,4.3,7.25,243.846,,,6091.6,749
6/1/2017,4.4,7.25,243.79,,,6246.83,750
7/1/2017,4.3,7.25,244.048,,,6140.42,751
8/1/2017,4.4,7.25,245.03,,,6362.94,752
9/1/2017,4.2,7.25,246.373,,,6435.33,753
10/1/2017,4.1,7.25,246.639,,,6495.96,754
11/1/2017,4.1,7.25,247.592,,,6716.53,755
